TransactionID,CustomerID,ProductID,SaleDate,SaleTimestamp,Quantity,TotalAmount
T001198,C0263,P086,2023-10-13,2023-10-13 10:33:56.859521,1,141.24
T001199,C0249,P092,2024-06-20,2024-06-20 05:26:12.967994,4,219.92
T001200,C0146,P087,2024-03-02,2024-03-02 12:38:56.295583,4,1465.08
T001201,C0230,P024,2023-05-28,2023-05-28 18:08:11.571072,2,515.94
T001202,C0300,P010,2025-01-22,2025-01-22 18:45:52.224846,1,142.86
T001203,C0333,P019,2024-03-15,2024-03-15 23:39:31.440590,2,69.04
T001204,C0377,P026,2024-04-15,2024-04-15 14:06:10.737279,1,288.78
T001205,C0095,P049,2025-02-24,2025-02-24 11:23:51.033836,2,102.14
T001206,C0038,P015,2023-11-25,2023-11-25 01:26:12.493896,2,90.38
T001207,C0047,P006,2024-02-08,2024-02-08 00:17:46.248935,5,1320.3
T001208,C0011,P003,2024-11-10,2024-11-10 16:26:41.283381,4,883.72
T001209,C0035,P024,2023-08-08,2023-08-08 09:42:24.026898,1,257.97
T001210,C0355,P051,2025-02-12,2025-02-12 13:08:13.566935,2,478.12
T001211,C0153,P022,2024-06-04,2024-06-04 13:40:57.988520,4,1064.68
T001212,C0134,P029,2023-09-09,2023-09-09 22:56:00.762287,4,447.32
T001213,C0086,P081,2023-08-20,2023-08-20 04:39:09.962387,4,1314.84
T001214,C0293,P029,2023-11-01,2023-11-01 18:56:36.890692,4,447.32
T001215,C0276,P024,2025-04-27,2025-04-27 09:43:07.863772,3,773.91
T001216,C0348,P011,2024-11-19,2024-11-19 23:57:13.429910,5,1108.7
T001217,C0252,P082,2025-01-01,2025-01-01 08:31:05.539327,4,458.48
T001218,C0077,P078,2024-07-19,2024-07-19 19:53:45.295737,4,1976.92
T001219,C0155,P090,2024-04-01,2024-04-01 04:29:58.362153,3,475.5
T001220,C0321,P033,2023-08-18,2023-08-18 06:07:36.440320,1,425.01
T001221,C0453,P027,2023-12-07,2023-12-07 19:13:15.007207,4,683.8
T001222,C0007,P062,2023-09-26,2023-09-26 18:27:35.881781,2,664.26
T001223,C0442,P017,2023-09-29,2023-09-29 19:01:29.778368,3,126.15
T001224,C0491,P066,2023-12-29,2023-12-29 10:12:37.110188,5,1470.8
T001225,C0239,P057,2025-01-16,2025-01-16 12:11:58.538924,1,347.32
T001226,C0171,P080,2023-10-13,2023-10-13 21:53:50.456341,3,54.42
T001227,C0162,P097,2024-08-25,2024-08-25 06:30:09.412907,2,851.12
T001228,C0361,P073,2024-08-02,2024-08-02 23:26:27.372097,4,170.16
T001229,C0254,P017,2023-10-24,2023-10-24 03:47:59.075618,1,42.05
T001230,C0423,P026,2024-05-08,2024-05-08 20:03:53.171693,1,288.78
T001231,C0471,P011,2024-01-08,2024-01-08 11:27:31.648430,3,665.22
T001232,C0113,P020,2025-02-02,2025-02-02 19:20:53.166587,3,1235.67
T001233,C0453,P019,2023-05-21,2023-05-21 16:18:37.532042,5,172.6
T001234,C0330,P008,2024-11-11,2024-11-11 22:38:01.770785,4,813.88
T001235,C0162,P048,2024-12-10,2024-12-10 12:57:55.697301,2,896.86
T001236,C0030,P014,2025-01-08,2025-01-08 08:21:26.849386,5,1526.5
T001237,C0378,P014,2024-05-19,2024-05-19 05:29:23.853158,3,915.9
T001238,C0263,P065,2023-08-18,2023-08-18 22:59:25.684104,1,96.87
T001239,C0344,P010,2023-05-29,2023-05-29 00:03:14.234353,2,285.72
T001240,C0228,P050,2024-06-09,2024-06-09 22:22:01.627996,1,415.1
T001241,C0265,P091,2024-11-02,2024-11-02 03:00:08.572877,5,1488.2
T001242,C0129,P078,2023-12-11,2023-12-11 12:39:56.055279,1,494.23
T001243,C0335,P026,2023-07-16,2023-07-16 19:46:18.986788,2,577.56
T001244,C0043,P066,2024-07-10,2024-07-10 18:44:23.224384,5,1470.8
T001245,C0470,P067,2025-04-18,2025-04-18 18:23:18.154212,3,1290.36
T001246,C0277,P080,2024-12-23,2024-12-23 12:14:29.587795,1,18.14
T001247,C0031,P004,2024-09-07,2024-09-07 02:01:53.973970,3,221.97
T001248,C0136,P072,2023-12-27,2023-12-27 23:55:53.708965,4,1731.4
T001249,C0164,P081,2025-02-03,2025-02-03 13:58:11.474077,3,986.13
T001250,C0016,P006,2023-12-08,2023-12-08 06:00:48.354625,1,264.06
T001251,C0304,P039,2024-12-27,2024-12-27 21:57:30.219698,4,1128.64
T001252,C0228,P004,2025-01-20,2025-01-20 00:11:52.056052,2,147.98
T001253,C0190,P020,2025-02-11,2025-02-11 13:31:31.660155,1,411.89
T001254,C0297,P072,2024-05-31,2024-05-31 04:47:05.779407,1,432.85
T001255,C0073,P029,2023-05-16,2023-05-16 16:27:26.440250,3,335.49
T001256,C0080,P091,2025-01-11,2025-01-11 22:14:07.380207,4,1190.56
T001257,C0151,P017,2024-01-01,2024-01-01 20:16:52.789824,1,42.05
T001258,C0433,P004,2023-05-22,2023-05-22 23:48:48.217700,2,147.98
T001259,C0294,P031,2023-12-16,2023-12-16 03:52:25.195793,1,156.1
T001260,C0381,P050,2023-06-17,2023-06-17 01:52:43.766279,2,830.2
T001261,C0347,P028,2023-12-07,2023-12-07 22:03:46.698953,4,429.28
T001262,C0123,P063,2025-01-13,2025-01-13 07:00:30.925476,3,738.39
T001263,C0430,P045,2024-09-25,2024-09-25 07:47:12.976184,3,647.19
T001264,C0107,P044,2023-09-15,2023-09-15 01:41:32.988313,5,2317.45
T001265,C0220,P006,2023-06-20,2023-06-20 01:16:42.921295,3,792.18
T001266,C0204,P086,2025-04-26,2025-04-26 12:34:16.542869,5,706.2
T001267,C0298,P086,2024-09-10,2024-09-10 05:20:56.178076,4,564.96
T001268,C0217,P076,2023-07-09,2023-07-09 20:21:55.560311,5,193.8
T001269,C0224,P066,2024-09-05,2024-09-05 06:26:11.469362,3,882.48
T001270,C0108,P080,2023-11-10,2023-11-10 08:18:51.434813,5,90.7
T001271,C0458,P021,2024-09-11,2024-09-11 07:31:31.122726,4,901.56
T001272,C0244,P028,2024-01-09,2024-01-09 18:35:25.849388,2,214.64
T001273,C0244,P037,2023-09-04,2023-09-04 19:41:28.774464,4,421.88
T001274,C0017,P052,2024-03-12,2024-03-12 06:24:36.027368,4,471.64
T001275,C0380,P038,2024-08-08,2024-08-08 23:38:38.294093,4,679.36
T001276,C0436,P084,2025-01-18,2025-01-18 20:17:22.653080,4,797.88
T001277,C0068,P034,2024-05-10,2024-05-10 13:34:38.477997,5,1526.9
T001278,C0125,P044,2023-05-15,2023-05-15 21:01:05.582296,4,1853.96
T001279,C0216,P075,2023-07-30,2023-07-30 07:24:58.603813,3,1197.84
T001280,C0181,P012,2023-10-25,2023-10-25 07:27:30.656408,1,213.96
T001281,C0343,P018,2024-02-19,2024-02-19 13:24:21.607403,2,423.96
T001282,C0312,P098,2023-10-12,2023-10-12 14:30:09.408802,3,533.82
T001283,C0190,P013,2024-11-03,2024-11-03 03:24:51.355892,2,995.72
T001284,C0188,P038,2024-12-20,2024-12-20 12:39:01.341004,4,679.36
T001285,C0271,P024,2024-02-24,2024-02-24 20:14:09.224051,5,1289.85
T001286,C0102,P060,2023-08-06,2023-08-06 11:08:37.930736,3,278.88
T001287,C0010,P008,2023-10-02,2023-10-02 11:19:19.722835,3,610.41
T001288,C0014,P021,2023-08-23,2023-08-23 14:26:46.216650,1,225.39
T001289,C0422,P032,2023-11-25,2023-11-25 13:43:43.721414,4,997.12
T001290,C0185,P024,2024-10-18,2024-10-18 23:42:46.646754,4,1031.88
T001291,C0064,P006,2024-06-06,2024-06-06 16:30:58.887610,5,1320.3
T001292,C0285,P005,2023-05-31,2023-05-31 01:18:08.513271,3,1049.37
T001293,C0030,P027,2024-10-30,2024-10-30 23:28:22.519375,5,854.75
T001294,C0010,P081,2024-09-14,2024-09-14 13:37:45.620322,4,1314.84
T001295,C0075,P006,2023-08-15,2023-08-15 12:31:07.266958,5,1320.3
T001296,C0189,P013,2024-10-17,2024-10-17 16:47:49.140527,5,2489.3
T001297,C0193,P063,2025-01-25,2025-01-25 01:29:07.105218,4,984.52
T001298,C0236,P086,2024-09-19,2024-09-19 01:37:18.805702,3,423.72
T001299,C0232,P078,2023-05-29,2023-05-29 02:58:00.462733,1,494.23
T001300,C0378,P040,2023-07-07,2023-07-07 22:46:38.592335,1,79.81
T001301,C0349,P004,2025-02-20,2025-02-20 08:18:31.097078,4,295.96
T001302,C0403,P096,2025-01-31,2025-01-31 10:24:59.178697,4,534.52
T001303,C0413,P010,2024-08-21,2024-08-21 09:28:10.892984,5,714.3
T001304,C0107,P070,2023-08-22,2023-08-22 10:10:44.121934,2,583.76
T001305,C0391,P099,2024-09-26,2024-09-26 20:09:30.594407,1,325.86
T001306,C0179,P004,2025-03-26,2025-03-26 18:28:15.485178,3,221.97
T001307,C0055,P056,2023-09-14,2023-09-14 16:43:44.458943,5,1312.25
T001308,C0424,P032,2024-09-15,2024-09-15 02:20:30.588845,4,997.12
T001309,C0036,P054,2024-03-22,2024-03-22 09:34:09.324251,2,860.0
T001310,C0472,P006,2023-08-30,2023-08-30 08:21:14.691907,3,792.18
T001311,C0334,P022,2024-07-15,2024-07-15 07:35:28.530817,1,266.17
T001312,C0001,P036,2024-01-04,2024-01-04 14:04:29.875144,5,305.0
T001313,C0346,P086,2024-01-12,2024-01-12 16:45:53.267393,1,141.24
T001314,C0499,P086,2024-09-18,2024-09-18 11:34:04.421486,4,564.96
T001315,C0330,P065,2025-04-13,2025-04-13 07:33:03.412699,5,484.35
T001316,C0128,P053,2023-11-17,2023-11-17 17:07:08.877179,4,1625.8
T001317,C0251,P070,2025-04-30,2025-04-30 12:17:25.061631,2,583.76
T001318,C0330,P088,2025-03-22,2025-03-22 22:11:09.429534,1,207.33
T001319,C0197,P091,2025-01-07,2025-01-07 16:00:21.043710,3,892.92
T001320,C0052,P002,2024-04-27,2024-04-27 07:09:54.970041,4,837.96
T001321,C0183,P074,2025-02-21,2025-02-21 01:27:21.061157,1,347.39
T001322,C0086,P037,2023-06-13,2023-06-13 13:23:22.708234,5,527.35
T001323,C0220,P026,2025-03-24,2025-03-24 23:52:49.282403,2,577.56
T001324,C0334,P085,2023-11-06,2023-11-06 09:07:23.677461,3,1218.54
T001325,C0288,P081,2024-11-02,2024-11-02 22:14:59.256412,4,1314.84
T001326,C0284,P013,2025-02-22,2025-02-22 04:03:01.055058,2,995.72
T001327,C0115,P006,2024-03-24,2024-03-24 02:03:29.305062,2,528.12
T001328,C0365,P025,2025-02-09,2025-02-09 02:44:51.481412,3,360.36
T001329,C0184,P029,2024-03-13,2024-03-13 19:12:13.842539,3,335.49
T001330,C0213,P098,2024-07-24,2024-07-24 13:08:56.343917,3,533.82
T001331,C0328,P085,2024-05-20,2024-05-20 01:48:03.133533,2,812.36
T001332,C0300,P079,2025-04-15,2025-04-15 06:18:12.044325,4,1366.12
T001333,C0329,P019,2024-12-02,2024-12-02 04:44:25.553034,3,103.56
T001334,C0090,P016,2024-04-11,2024-04-11 05:39:35.575999,4,1300.8
T001335,C0330,P032,2024-07-01,2024-07-01 12:25:09.815780,5,1246.4
T001336,C0332,P030,2024-06-29,2024-06-29 13:28:46.997954,4,1324.48
T001337,C0429,P036,2024-03-30,2024-03-30 18:04:07.153945,3,183.0
T001338,C0264,P051,2024-11-06,2024-11-06 15:23:05.911235,4,956.24
T001339,C0056,P075,2024-11-24,2024-11-24 10:37:08.045025,4,1597.12
T001340,C0431,P046,2024-07-07,2024-07-07 14:41:40.598143,2,632.8
T001341,C0388,P044,2024-09-02,2024-09-02 10:40:05.057127,2,926.98
T001342,C0170,P006,2025-02-06,2025-02-06 15:01:03.012767,2,528.12
T001343,C0124,P020,2025-01-15,2025-01-15 21:32:46.632720,2,823.78
T001344,C0441,P034,2025-01-26,2025-01-26 01:59:22.427596,1,305.38
T001345,C0355,P078,2025-03-24,2025-03-24 01:11:21.359545,5,2471.15
T001346,C0083,P008,2025-04-16,2025-04-16 16:27:28.166717,4,813.88
T001347,C0470,P030,2025-02-18,2025-02-18 09:38:56.282217,1,331.12
T001348,C0364,P059,2024-06-20,2024-06-20 14:33:31.073934,1,150.21
T001349,C0279,P097,2023-11-16,2023-11-16 22:52:42.168180,5,2127.8
T001350,C0387,P033,2025-05-02,2025-05-02 21:10:39.679126,3,1275.03
T001351,C0119,P050,2024-06-27,2024-06-27 12:09:31.000589,5,2075.5
T001352,C0233,P056,2024-11-17,2024-11-17 09:16:43.538179,1,262.45
T001353,C0201,P036,2023-06-08,2023-06-08 04:03:57.053563,2,122.0
T001354,C0418,P017,2023-05-30,2023-05-30 17:54:57.847462,1,42.05
T001355,C0221,P078,2024-04-30,2024-04-30 03:23:43.526348,5,2471.15
T001356,C0419,P056,2025-01-10,2025-01-10 21:50:24.352008,4,1049.8
T001357,C0141,P096,2023-07-13,2023-07-13 16:51:10.316671,4,534.52
T001358,C0334,P099,2024-01-11,2024-01-11 04:14:03.892424,2,651.72
T001359,C0328,P084,2024-03-11,2024-03-11 21:18:59.281482,1,199.47
T001360,C0134,P031,2024-03-07,2024-03-07 00:42:51.129024,4,624.4
T001361,C0142,P025,2023-11-08,2023-11-08 18:11:10.395349,3,360.36
T001362,C0282,P013,2024-03-22,2024-03-22 16:24:20.186887,3,1493.58
T001363,C0005,P069,2023-12-29,2023-12-29 04:39:34.064174,5,2247.3
T001364,C0288,P004,2023-12-26,2023-12-26 10:27:51.391686,3,221.97
T001365,C0466,P068,2025-01-02,2025-01-02 23:25:29.363994,2,954.86
T001366,C0298,P047,2023-08-07,2023-08-07 20:24:01.279198,4,205.0
T001367,C0068,P033,2024-07-30,2024-07-30 08:39:53.417879,4,1700.04
T001368,C0295,P032,2023-07-07,2023-07-07 06:23:10.791445,4,997.12
T001369,C0242,P021,2025-01-09,2025-01-09 14:51:06.832133,3,676.17
T001370,C0338,P072,2024-01-13,2024-01-13 06:28:12.600112,1,432.85
T001371,C0454,P035,2024-07-11,2024-07-11 10:02:00.566738,4,1246.92
T001372,C0153,P048,2023-06-08,2023-06-08 02:10:42.294743,2,896.86
T001373,C0442,P002,2024-01-19,2024-01-19 02:58:37.411499,5,1047.45
T001374,C0248,P017,2024-02-18,2024-02-18 15:42:10.479900,5,210.25
T001375,C0239,P068,2023-10-29,2023-10-29 22:58:57.128451,2,954.86
T001376,C0205,P005,2024-04-20,2024-04-20 18:24:01.667879,1,349.79
T001377,C0086,P095,2024-08-17,2024-08-17 01:29:26.592210,1,76.13
T001378,C0330,P098,2024-05-04,2024-05-04 13:51:51.347803,1,177.94
T001379,C0401,P019,2024-02-25,2024-02-25 12:46:47.627353,1,34.52
T001380,C0244,P067,2024-10-15,2024-10-15 23:10:31.479171,4,1720.48
T001381,C0033,P025,2023-12-18,2023-12-18 05:05:14.331569,4,480.48
T001382,C0429,P097,2023-08-31,2023-08-31 19:12:05.042694,2,851.12
T001383,C0172,P079,2024-02-25,2024-02-25 21:08:27.040872,4,1366.12
T001384,C0063,P043,2024-09-15,2024-09-15 06:03:57.355881,1,14.86
T001385,C0430,P059,2024-02-26,2024-02-26 08:20:13.483601,4,600.84
T001386,C0280,P095,2023-11-29,2023-11-29 08:52:28.476373,4,304.52
T001387,C0365,P082,2025-04-30,2025-04-30 08:42:43.269068,1,114.62
T001388,C0063,P016,2023-08-23,2023-08-23 10:38:33.770059,3,975.6
T001389,C0077,P013,2024-10-16,2024-10-16 04:47:45.879140,4,1991.44
T001390,C0467,P060,2023-12-29,2023-12-29 08:37:10.158233,2,185.92
T001391,C0488,P035,2024-12-30,2024-12-30 16:48:36.803996,3,935.19
T001392,C0344,P040,2024-06-17,2024-06-17 16:24:10.287539,2,159.62
T001393,C0469,P010,2024-01-04,2024-01-04 02:28:46.996989,5,714.3
T001394,C0428,P096,2025-01-23,2025-01-23 13:41:06.193436,2,267.26
T001395,C0021,P082,2024-02-09,2024-02-09 07:15:09.998065,1,114.62
T001396,C0166,P025,2024-08-10,2024-08-10 04:02:09.359332,1,120.12
T001397,C0372,P066,2025-03-14,2025-03-14 21:51:22.620578,1,294.16
T001398,C0189,P074,2025-05-04,2025-05-04 05:48:24.070035,4,1389.56
T001399,C0483,P003,2023-10-08,2023-10-08 18:23:48.625257,1,220.93
T001400,C0304,P064,2024-06-16,2024-06-16 13:05:51.369063,5,335.3
T001401,C0439,P054,2024-12-03,2024-12-03 19:45:59.743568,1,430.0
T001402,C0147,P031,2023-11-15,2023-11-15 16:03:41.488625,4,624.4
T001403,C0365,P079,2024-07-25,2024-07-25 03:18:04.214285,2,683.06
T001404,C0142,P018,2024-10-13,2024-10-13 08:02:59.495552,4,847.92
T001405,C0221,P025,2024-09-10,2024-09-10 02:41:45.107171,3,360.36
T001406,C0207,P005,2024-03-07,2024-03-07 20:41:30.368765,1,349.79
T001407,C0270,P045,2024-09-02,2024-09-02 20:11:24.878797,4,862.92
T001408,C0475,P070,2024-10-08,2024-10-08 04:04:51.675785,5,1459.4
T001409,C0066,P023,2023-06-24,2023-06-24 18:33:15.645647,3,794.94
T001410,C0181,P056,2023-12-06,2023-12-06 00:34:36.680190,2,524.9
T001411,C0199,P079,2025-01-16,2025-01-16 11:23:38.972500,1,341.53
T001412,C0406,P094,2024-05-16,2024-05-16 12:40:57.501056,2,179.0
T001413,C0418,P013,2024-11-11,2024-11-11 14:44:05.860638,1,497.86
T001414,C0171,P034,2024-06-17,2024-06-17 09:11:43.276320,5,1526.9
T001415,C0057,P019,2024-09-08,2024-09-08 20:31:10.538018,4,138.08
T001416,C0358,P021,2024-10-13,2024-10-13 05:13:42.351609,1,225.39
T001417,C0055,P082,2023-12-31,2023-12-31 14:25:21.960118,1,114.62
T001418,C0426,P002,2024-12-08,2024-12-08 21:41:57.630436,4,837.96
T001419,C0427,P058,2024-11-11,2024-11-11 07:58:40.247329,5,1814.2
T001420,C0373,P028,2024-07-30,2024-07-30 02:28:48.486168,1,107.32
T001421,C0324,P007,2024-02-05,2024-02-05 07:58:09.271506,1,30.04
T001422,C0403,P047,2023-11-19,2023-11-19 23:55:59.912987,4,205.0
T001423,C0306,P100,2023-05-16,2023-05-16 05:41:22.409653,3,491.61
T001424,C0483,P037,2024-08-31,2024-08-31 22:59:34.941659,5,527.35
T001425,C0189,P022,2024-08-30,2024-08-30 06:03:29.332380,5,1330.85
T001426,C0427,P043,2024-03-21,2024-03-21 08:02:59.223758,2,29.72
T001427,C0097,P061,2024-04-24,2024-04-24 08:24:56.937629,5,555.9
T001428,C0043,P090,2024-05-10,2024-05-10 20:59:54.815244,1,158.5
T001429,C0070,P064,2024-05-07,2024-05-07 17:48:13.284611,2,134.12
T001430,C0073,P002,2024-04-21,2024-04-21 10:41:28.336854,2,418.98
T001431,C0217,P050,2023-10-17,2023-10-17 10:48:20.143988,1,415.1
T001432,C0108,P002,2023-12-11,2023-12-11 19:51:08.673191,2,418.98
T001433,C0114,P099,2024-02-12,2024-02-12 22:24:56.888613,4,1303.44
T001434,C0465,P007,2024-10-01,2024-10-01 00:31:00.948931,1,30.04
T001435,C0173,P080,2024-11-25,2024-11-25 17:52:21.714749,3,54.42
T001436,C0487,P036,2023-05-26,2023-05-26 18:31:23.885849,5,305.0
T001437,C0392,P049,2024-11-08,2024-11-08 07:55:31.723079,1,51.07
T001438,C0106,P020,2024-12-05,2024-12-05 02:40:49.440722,5,2059.45
T001439,C0168,P005,2025-02-03,2025-02-03 08:52:47.884628,2,699.58
T001440,C0157,P089,2023-06-01,2023-06-01 21:15:37.941169,5,1094.15
T001441,C0449,P046,2023-11-10,2023-11-10 12:51:35.890795,4,1265.6
T001442,C0271,P007,2025-04-04,2025-04-04 16:05:01.466987,4,120.16
T001443,C0176,P012,2024-12-21,2024-12-21 00:38:57.828402,5,1069.8
T001444,C0409,P078,2024-03-24,2024-03-24 18:21:05.497529,3,1482.69
T001445,C0450,P041,2024-10-30,2024-10-30 10:34:46.311513,5,2013.6
T001446,C0166,P077,2025-02-28,2025-02-28 10:20:39.577462,1,99.57
T001447,C0319,P059,2023-07-07,2023-07-07 15:39:02.072896,4,600.84
T001448,C0299,P074,2024-10-25,2024-10-25 21:49:46.502455,3,1042.17
T001449,C0264,P044,2023-12-08,2023-12-08 23:37:50.482417,4,1853.96
T001450,C0119,P075,2024-08-12,2024-08-12 00:49:35.251416,2,798.56
T001451,C0428,P079,2025-04-25,2025-04-25 04:49:50.905567,1,341.53
T001452,C0390,P080,2024-07-17,2024-07-17 05:05:32.833907,3,54.42
T001453,C0253,P083,2023-12-24,2023-12-24 01:59:23.505513,3,342.72
T001454,C0293,P087,2024-07-25,2024-07-25 16:26:26.581392,2,732.54
T001455,C0188,P074,2025-01-14,2025-01-14 13:29:07.155234,3,1042.17
T001456,C0344,P093,2024-12-10,2024-12-10 16:56:17.837336,3,896.55
T001457,C0119,P012,2025-03-03,2025-03-03 02:41:30.397283,3,641.88
T001458,C0016,P024,2023-11-03,2023-11-03 14:01:48.324722,2,515.94
T001459,C0326,P058,2024-12-09,2024-12-09 08:36:06.939123,5,1814.2
T001460,C0135,P082,2025-01-08,2025-01-08 10:30:54.959389,5,573.1
T001461,C0203,P036,2023-05-22,2023-05-22 06:30:20.759075,2,122.0
T001462,C0211,P041,2024-06-09,2024-06-09 08:43:36.253469,4,1610.88
T001463,C0381,P059,2025-03-18,2025-03-18 13:59:55.133645,4,600.84
T001464,C0390,P062,2025-04-13,2025-04-13 16:35:18.487665,5,1660.65
T001465,C0176,P043,2024-09-05,2024-09-05 16:55:09.667600,4,59.44
T001466,C0479,P052,2023-07-17,2023-07-17 09:01:16.953092,1,117.91
T001467,C0140,P094,2025-01-02,2025-01-02 16:34:09.377807,3,268.5
T001468,C0128,P091,2023-05-10,2023-05-10 09:20:56.588675,1,297.64
T001469,C0184,P067,2023-09-16,2023-09-16 18:17:50.413502,5,2150.6
T001470,C0160,P094,2024-09-25,2024-09-25 02:19:30.933477,1,89.5
T001471,C0074,P029,2023-12-28,2023-12-28 23:58:41.485033,3,335.49
T001472,C0045,P016,2025-03-20,2025-03-20 06:21:28.364049,1,325.2
T001473,C0353,P007,2025-04-13,2025-04-13 08:09:27.049678,2,60.08
T001474,C0243,P033,2023-08-27,2023-08-27 14:24:30.842436,1,425.01
T001475,C0160,P049,2023-08-06,2023-08-06 12:32:51.353835,2,102.14
T001476,C0037,P085,2025-03-12,2025-03-12 06:15:22.963888,3,1218.54
T001477,C0369,P070,2023-10-28,2023-10-28 08:30:58.095503,4,1167.52
T001478,C0230,P052,2025-01-07,2025-01-07 17:36:56.972207,1,117.91
T001479,C0092,P004,2024-06-12,2024-06-12 20:26:14.333437,5,369.95
T001480,C0222,P007,2025-04-27,2025-04-27 14:10:57.988974,4,120.16
T001481,C0279,P016,2025-02-15,2025-02-15 07:23:57.278055,3,975.6
T001482,C0065,P021,2025-01-26,2025-01-26 03:23:17.472630,3,676.17
T001483,C0236,P011,2023-06-12,2023-06-12 02:32:24.952657,4,886.96
T001484,C0077,P001,2024-06-09,2024-06-09 09:30:35.695490,3,685.23
T001485,C0339,P042,2024-01-03,2024-01-03 06:17:30.732896,5,1259.95
T001486,C0149,P030,2023-05-30,2023-05-30 22:31:05.003271,1,331.12
T001487,C0067,P056,2023-08-12,2023-08-12 22:36:22.296904,4,1049.8
T001488,C0157,P032,2024-12-21,2024-12-21 20:46:11.912616,4,997.12
T001489,C0292,P066,2025-03-28,2025-03-28 09:23:04.246687,2,588.32
T001490,C0153,P053,2024-02-10,2024-02-10 04:50:40.450002,4,1625.8
T001491,C0042,P080,2024-01-03,2024-01-03 12:47:15.649390,5,90.7
T001492,C0091,P082,2025-02-17,2025-02-17 07:34:58.708556,1,114.62
T001493,C0483,P027,2024-03-01,2024-03-01 16:27:05.343680,1,170.95
T001494,C0363,P096,2024-07-20,2024-07-20 12:41:49.147084,3,400.89
T001495,C0483,P020,2024-12-09,2024-12-09 07:13:15.960045,4,1647.56
T001496,C0279,P008,2023-08-27,2023-08-27 16:49:57.122812,1,203.47
T001497,C0110,P013,2023-07-04,2023-07-04 12:00:33.710414,4,1991.44
T001498,C0430,P001,2025-04-16,2025-04-16 21:50:36.403137,3,685.23
T001499,C0024,P014,2024-12-22,2024-12-22 14:47:38.929557,4,1221.2
T001500,C0407,P099,2023-05-15,2023-05-15 14:56:26.143275,2,651.72
T001501,C0246,P096,2025-02-26,2025-02-26 13:38:59.854541,2,267.26
T001502,C0230,P080,2024-08-11,2024-08-11 15:44:51.516440,4,72.56
T001503,C0164,P022,2023-06-16,2023-06-16 02:45:06.256371,4,1064.68
T001504,C0084,P068,2023-12-13,2023-12-13 02:52:04.644390,5,2387.15
T001505,C0153,P084,2024-12-01,2024-12-01 10:21:09.905395,1,199.47
T001506,C0193,P037,2023-05-28,2023-05-28 15:50:26.358599,3,316.41
T001507,C0183,P066,2024-04-13,2024-04-13 14:52:33.397189,4,1176.64
T001508,C0057,P052,2024-11-06,2024-11-06 19:34:57.467583,5,589.55
T001509,C0042,P098,2023-05-29,2023-05-29 09:11:52.111728,1,177.94
T001510,C0151,P085,2023-12-29,2023-12-29 13:31:11.934979,5,2030.9
T001511,C0053,P098,2024-10-19,2024-10-19 10:38:29.535724,4,711.76
T001512,C0034,P077,2023-05-24,2023-05-24 22:10:20.094916,1,99.57
T001513,C0076,P068,2024-04-05,2024-04-05 10:40:58.104668,3,1432.29
T001514,C0131,P045,2023-07-11,2023-07-11 12:28:54.088527,3,647.19
T001515,C0352,P058,2023-08-22,2023-08-22 11:50:19.315292,2,725.68
T001516,C0047,P087,2023-11-17,2023-11-17 11:43:28.689619,1,366.27
T001517,C0407,P082,2024-04-07,2024-04-07 11:39:05.187840,5,573.1
T001518,C0027,P039,2024-10-25,2024-10-25 23:25:16.703655,5,1410.8
T001519,C0134,P098,2024-12-27,2024-12-27 15:59:32.544858,4,711.76
T001520,C0202,P053,2023-10-30,2023-10-30 11:43:03.796001,2,812.9
T001521,C0443,P004,2023-10-13,2023-10-13 08:11:51.943644,5,369.95
T001522,C0435,P047,2024-12-14,2024-12-14 18:41:15.461582,5,256.25
T001523,C0249,P047,2025-03-08,2025-03-08 18:24:39.642904,1,51.25
T001524,C0133,P094,2023-08-21,2023-08-21 11:21:43.288532,4,358.0
T001525,C0277,P025,2024-11-27,2024-11-27 08:03:39.535288,4,480.48
T001526,C0309,P026,2023-10-11,2023-10-11 07:40:20.599715,1,288.78
T001527,C0184,P025,2025-02-21,2025-02-21 13:36:31.258845,5,600.6
T001528,C0189,P088,2023-07-29,2023-07-29 10:14:35.523789,4,829.32
T001529,C0419,P008,2024-07-22,2024-07-22 02:15:53.059840,5,1017.35
T001530,C0460,P098,2024-08-24,2024-08-24 22:20:09.912967,3,533.82
T001531,C0213,P050,2023-10-05,2023-10-05 04:40:59.670748,4,1660.4
T001532,C0406,P093,2024-06-07,2024-06-07 12:36:39.392729,3,896.55
T001533,C0175,P040,2025-03-15,2025-03-15 20:52:14.708189,2,159.62
T001534,C0393,P021,2023-05-27,2023-05-27 13:59:41.199841,5,1126.95
T001535,C0396,P013,2023-12-27,2023-12-27 10:23:16.863041,4,1991.44
T001536,C0346,P050,2024-08-31,2024-08-31 15:47:54.337409,5,2075.5
T001537,C0400,P021,2024-04-17,2024-04-17 00:30:44.513859,1,225.39
T001538,C0255,P051,2025-01-23,2025-01-23 05:08:06.947421,5,1195.3
T001539,C0453,P077,2024-07-22,2024-07-22 09:31:23.772755,2,199.14
T001540,C0391,P075,2025-01-09,2025-01-09 16:56:14.148546,5,1996.4
T001541,C0427,P055,2024-04-10,2024-04-10 18:58:26.407100,4,1787.2
T001542,C0347,P028,2023-10-04,2023-10-04 18:14:40.904170,1,107.32
T001543,C0151,P057,2024-10-11,2024-10-11 13:12:53.732714,3,1041.96
